Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,8.778665542602539,8.833333015441895,8.773332595825195,8.831999778747559,7.2645649909973145,208125
1996-01-02,8.831999778747559,9.013333320617676,8.399999618530273,8.720000267028809,7.172441482543945,1623750
1996-01-03,8.720000267028809,8.880000114440918,8.626666069030762,8.658665657043457,7.121992111206055,721875
1996-01-04,8.658665657043457,8.653332710266113,8.399999618530273,8.567999839782715,7.047417163848877,620625
1996-01-05,8.567999839782715,8.640000343322754,8.50666618347168,8.546666145324707,7.0298686027526855,350625
1996-01-08,8.546666145324707,8.520000457763672,8.373332977294922,8.399999618530273,6.909231662750244,645000
1996-01-09,8.399999618530273,8.493332862854004,8.295999526977539,8.4226655960083,6.9278764724731445,903750
1996-01-10,8.4226655960083,8.613332748413086,8.426666259765625,8.491999626159668,6.984904766082764,455625
1996-01-11,8.491999626159668,8.613332748413086,8.486665725708008,8.578665733337402,7.056190013885498,110625
1996-01-12,8.800000190734863,8.800000190734863,8.65999984741211,8.727999687194824,7.179023742675781,543750
1996-01-15,8.727999687194824,8.713333129882812,8.520000457763672,8.687999725341797,7.146120071411133,436875
1996-01-16,8.687999725341797,9.333333015441895,8.69333267211914,8.947999954223633,7.3599772453308105,746250
1996-01-17,8.947999954223633,8.826665878295898,8.699999809265137,8.709333419799805,7.163668632507324,270000
1996-01-18,8.709333419799805,8.746665954589844,8.586666107177734,8.694665908813477,7.151602745056152,163125
1996-01-19,8.694665908813477,8.772000312805176,8.65999984741211,8.721332550048828,7.17353630065918,183750
1996-01-22,8.721332550048828,8.853333473205566,8.686665534973145,8.826665878295898,7.260177135467529,318750
1996-01-23,8.826665878295898,8.826665878295898,8.399999618530273,8.503999710083008,6.994775295257568,376875
1996-01-24,8.503999710083008,8.505332946777344,7.8933329582214355,8.03066635131836,6.605444431304932,556875
1996-01-25,8.03066635131836,8.133333206176758,7.8946661949157715,7.921332836151123,6.515515327453613,245625
1996-01-26,7.921332836151123,7.921332836151123,7.921332836151123,7.921332836151123,6.515515327453613,0
1996-01-29,7.921332836151123,8.119999885559082,7.840000152587891,8.074666023254395,6.641635894775391,298125
1996-01-30,8.074666023254395,8.25333309173584,7.840000152587891,7.941332817077637,6.5319671630859375,451875
1996-01-31,7.941332817077637,8.133333206176758,8.001333236694336,8.073332786560059,6.640538215637207,183750
1996-02-01,8.073332786560059,8.333333015441895,7.8946661949157715,8.312000274658203,6.836849212646484,198750
1996-02-02,8.312000274658203,8.640000343322754,8.017333030700684,8.429332733154297,6.933358192443848,221250
1996-02-05,8.429332733154297,8.666666030883789,8.293333053588867,8.466666221618652,6.964066982269287,851250
1996-02-06,8.466666221618652,8.800000190734863,8.533332824707031,8.554665565490723,7.0364508628845215,211875
1996-02-07,8.554665565490723,8.853333473205566,8.43466567993164,8.829333305358887,7.262372970581055,549375
1996-02-08,8.800000190734863,8.933333396911621,8.720000267028809,8.898666381835938,7.319399833679199,225000
1996-02-09,8.898666381835938,9.493332862854004,8.960000038146973,9.261333465576172,7.617703437805176,450000
1996-02-12,9.261333465576172,9.386666297912598,9.119999885559082,9.121333122253418,7.502549171447754,226875
